summary-marketing-airlines,itemAirport,itemAirport 2,summary-luggage-unit,summary-transit,money-int,zaman
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,11675,500
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,11675,560
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,11675,620
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,11675,685
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,11675,745
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,11675,805
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,11675,865
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,11676,138
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,11676,138
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,11676,138
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,11676,138
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,11729,365
KM Malta Airlines,LGW,MLA,El çantası,1 Aktarma,11753,1205
Aer Lingus,LHR,DUB,1x20 kg,1 Aktarma,11798,680
Aer Lingus,LHR,DUB,1x20 kg,1 Aktarma,11798,740
Air France,LHR,CDG,Kabin bagajı,Direkt Uçuş,11821,80
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,11925,295
Luxair,LCY,LUX,Kabin bagajı,1 Aktarma,11988,195
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,12367,925
Air France,LHR,CDG,Kabin bagajı,Direkt Uçuş,12825,80
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,138
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,138
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,138
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,138
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,138
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,138
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,138
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,138
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,138
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,138
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,139
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,139
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,141
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,141
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,147
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,147
KM Malta Airlines,LHR,MLA,El çantası,1 Aktarma,12913,495
TAP Portugal,LHR,LIS,El çantası,1 Aktarma,13037,875
Bulgaria Air,LHR,SOF,El çantası,1 Aktarma,13402,1395
Scandinavian Airlines,LHR,CPH,1x23 kg,1 Aktarma,1349,565
Luxair,LCY,LUX,1x23 kg,1 Aktarma,13709,195
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,13716,265
TAP Portugal,LHR,LIS,El çantası,1 Aktarma,1383,410
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,15966,265
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,15986,310
Royal Air Maroc,LHR,CMN,1x23 kg,1 Aktarma,15986,670
Luxair,LCY,LUX,Kabin bagajı,1 Aktarma,17488,395
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,18193,350
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,18193,915
Luxair,LCY,LUX,1x23 kg,1 Aktarma,18612,395
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,21672,325
Air France,LHR,CDG,Kabin bagajı,Direkt Uçuş,21981,80
British Airways,LHR,CDG,Kabin bagajı,Direkt Uçuş,26674,75
Iberia,LHR,ORY,1x23 kg,Direkt Uçuş,2772,95
British Airways,LHR,CDG,1x23 kg,Direkt Uçuş,34979,75
British Airways,LHR,CDG,1x23 kg,Direkt Uçuş,34979,80
British Airways,LHR,CDG,1x23 kg,Direkt Uçuş,34979,80
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,38553,980
Iberia,LGW,BCN,1x23 kg,1 Aktarma,65925,685
Iberia,LHR,BCN,1x23 kg,1 Aktarma,67772,645
Iberia,LHR,BCN,1x23 kg,1 Aktarma,72171,690
easyJet,LTN,CDG,El çantası,Direkt Uçuş,3892,80
Vueling Airlines,LGW,ORY,El çantası,Direkt Uçuş,4466,85
easyJet,LTN,CDG,El çantası,Direkt Uçuş,534,80
easyJet,LTN,CDG,El çantası,Direkt Uçuş,5945,80
easyJet,LGW,CDG,El çantası,Direkt Uçuş,6212,75
easyJet,LGW,CDG,El çantası,Direkt Uçuş,6212,80
easyJet,LTN,CDG,1x23 kg,Direkt Uçuş,6634,80
easyJet,LGW,CDG,El çantası,Direkt Uçuş,6715,80
Iberia,LGW,ORY,1x23 kg,Direkt Uçuş,6871,85
KM Malta Airlines,LHR,MLA,El çantası,1 Aktarma,7538,690
British Airways,LGW,ORY,1x23 kg,Direkt Uçuş,7572,85
easyJet,LGW,CDG,El çantası,Direkt Uçuş,7676,85
easyJet,LTN,CDG,1x23 kg,Direkt Uçuş,8077,80
Vueling Airlines,LHR,ORY,El çantası,Direkt Uçuş,8394,95
easyJet,LTN,CDG,1x23 kg,Direkt Uçuş,8667,80
easyJet,LGW,CDG,1x23 kg,Direkt Uçuş,8801,75
easyJet,LGW,CDG,1x23 kg,Direkt Uçuş,8801,80
Air France,LHR,CDG,Kabin bagajı,Direkt Uçuş,8928,75
Air France,LHR,CDG,Kabin bagajı,Direkt Uçuş,8928,80
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,8984,690
easyJet,LGW,CDG,1x23 kg,Direkt Uçuş,9334,80
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,10018,780
Vueling Airlines,LGW,ORY,1x25 kg,Direkt Uçuş,10081,85
easyJet,LGW,CDG,1x23 kg,Direkt Uçuş,10245,85
Aer Lingus,LHR,DUB,1x20 kg,1 Aktarma,10423,680
Aer Lingus,LHR,DUB,1x20 kg,1 Aktarma,10423,740
Aer Lingus,LHR,DUB,1x20 kg,1 Aktarma,10423,770
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,1046,140
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,1046,140
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,1046,142
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,1046,142
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,1046,152
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,1046,152
Aer Lingus,LHR,DUB,1x20 kg,1 Aktarma,1074,800
Iberia,LHR,ORY,1x23 kg,Direkt Uçuş,10855,95
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,10963,860
Luxair,LCY,LUX,1x23 kg,1 Aktarma,11019,1440
British Airways,LHR,ORY,1x23 kg,Direkt Uçuş,1104,95
KM Malta Airlines,LGW,MLA,El çantası,1 Aktarma,11118,430
KM Malta Airlines,LGW,MLA,El çantası,1 Aktarma,11329,1205
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,11458,930
Aer Lingus,LHR,DUB,1x20 kg,1 Aktarma,11613,1000
KLM Royal Dutch Airlines,LHR,AMS,1x23 kg,1 Aktarma,11795,325
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,11905,745
Iberia,LGW,BCN,1x23 kg,1 Aktarma,11978,630
Iberia,LGW,BCN,1x23 kg,1 Aktarma,11978,640
Aer Lingus,LHR,DUB,1x20 kg,1 Aktarma,12036,1040
Tunisair,LGW,TUN,El çantası,1 Aktarma,12259,875
Aer Lingus,LHR,DUB,1x20 kg,1 Aktarma,12274,745
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,12596,925
Luxair,LCY,LUX,1x23 kg,1 Aktarma,12764,650
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,12807,675
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,141
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,141
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,142
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,142
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,142
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,142
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,142
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,142
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,142
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,142
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,144
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,144
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,145
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,145
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,145
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,145
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,146
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,146
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,147
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,147
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,151
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,151
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,152
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,152
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,13372,865
Bulgaria Air,LHR,SOF,El çantası,1 Aktarma,13402,1395
Luxair,LCY,LUX,1x23 kg,1 Aktarma,136,195
Brussels Airlines,LHR,BRU,1x23 kg,1 Aktarma,1382,1215
Brussels Airlines,LHR,BRU,1x23 kg,1 Aktarma,1382,1415
Brussels Airlines,LHR,BRU,1x23 kg,1 Aktarma,1382,1470
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,13882,265
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,13882,325
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,13882,440
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,13882,500
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,13882,560
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,13882,620
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,13882,745
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,13882,805
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,13882,865
KM Malta Airlines,LHR,MLA,El çantası,1 Aktarma,13971,495
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,14064,1345
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,14064,1405
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,14064,1465
KM Malta Airlines,LHR,MLA,El çantası,1 Aktarma,14182,1270
Vueling Airlines,LHR,ORY,1x25 kg,Direkt Uçuş,14433,95
ITA - Italia Trasporto Aereo,LCY,FCO,El çantası,1 Aktarma,14633,720
Scandinavian Airlines,LHR,CPH,1x23 kg,1 Aktarma,14732,460
Scandinavian Airlines,LHR,CPH,1x23 kg,1 Aktarma,14732,485
Scandinavian Airlines,LHR,CPH,1x23 kg,1 Aktarma,14732,705
Royal Air Maroc,LHR,CMN,1x23 kg,1 Aktarma,14738,670
ITA - Italia Trasporto Aereo,LCY,LIN,El çantası,1 Aktarma,14905,475
Air Europa,LGW,MAD,El çantası,1 Aktarma,1511,445
Air France,LHR,CDG,Kabin bagajı,Direkt Uçuş,15258,80
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,15655,265
British Airways,LHR,CDG,Kabin bagajı,Direkt Uçuş,15804,75
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,15811,915
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,15986,240
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,16196,985
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,16196,985
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,16196,1225
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,16196,1285
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,16309,320
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,16309,380
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,16309,385
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,16309,625
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,16309,685
Royal Air Maroc,LHR,CMN,1x23 kg,1 Aktarma,16938,710
Air Serbia,LHR,BEG,Kabin bagajı,1 Aktarma,17104,740
ITA - Italia Trasporto Aereo,LCY,LIN,El çantası,1 Aktarma,17105,360
Swiss,LHR,ZRH,1x23 kg,1 Aktarma,17419,425
Luxair,LCY,LUX,1x23 kg,1 Aktarma,18107,395
Air France,LHR,CDG,Kabin bagajı,Direkt Uçuş,18303,80
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,18375,830
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,18524,270
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,18539,365
Austrian,LHR,VIE,1x23 kg,1 Aktarma,1913,750
Air Serbia,LHR,BEG,1x23 kg,1 Aktarma,19547,740
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,21808,265
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,21992,350
Air France,LHR,CDG,Kabin bagajı,Direkt Uçuş,26264,80
British Airways,LHR,CDG,Kabin bagajı,Direkt Uçuş,2667,80
British Airways,LHR,CDG,Kabin bagajı,Direkt Uçuş,2667,80
Iberia,LHR,ORY,1x23 kg,Direkt Uçuş,27398,95
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,28149,300
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,28539,1210
British Airways,LHR,CDG,1x23 kg,Direkt Uçuş,34979,75
British Airways,LHR,CDG,1x23 kg,Direkt Uçuş,34979,80
British Airways,LHR,CDG,1x23 kg,Direkt Uçuş,34979,80
British Airways,LHR,CDG,1x23 kg,Direkt Uçuş,34979,80
Air France,LHR,CDG,Kabin bagajı,Direkt Uçuş,38086,80
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,38884,295
Iberia,LGW,BCN,1x23 kg,1 Aktarma,65925,675
Iberia,LGW,BCN,1x23 kg,1 Aktarma,65925,685
Vueling Airlines,LGW,ORY,El çantası,Direkt Uçuş,4801,90
Vueling Airlines,LGW,ORY,El çantası,Direkt Uçuş,5586,85
easyJet,LTN,CDG,El çantası,Direkt Uçuş,5837,80
easyJet,LTN,CDG,El çantası,Direkt Uçuş,6286,80
easyJet,LGW,CDG,El çantası,Direkt Uçuş,6393,75
easyJet,LTN,CDG,El çantası,Direkt Uçuş,6393,80
easyJet,LGW,CDG,El çantası,Direkt Uçuş,6554,80
easyJet,LGW,CDG,El çantası,Direkt Uçuş,6833,75
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,6948,142
British Airways,LGW,ORY,1x23 kg,Direkt Uçuş,7572,90
easyJet,LGW,CDG,El çantası,Direkt Uçuş,7623,75
Iberia,LGW,ORY,1x23 kg,Direkt Uçuş,781,85
Iberia,LGW,ORY,1x23 kg,Direkt Uçuş,781,90
easyJet,LGW,CDG,El çantası,Direkt Uçuş,8052,80
easyJet,LTN,CDG,1x23 kg,Direkt Uçuş,8586,80
easyJet,LGW,CDG,1x23 kg,Direkt Uçuş,8958,75
British Airways,LGW,ORY,1x23 kg,Direkt Uçuş,905,85
easyJet,LTN,CDG,1x23 kg,Direkt Uçuş,9065,80
easyJet,LGW,CDG,1x23 kg,Direkt Uçuş,9119,80
easyJet,LTN,CDG,1x23 kg,Direkt Uçuş,9173,80
easyJet,LGW,CDG,1x23 kg,Direkt Uçuş,9387,75
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,9569,635
easyJet,LGW,CDG,1x23 kg,Direkt Uçuş,10137,75
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,10288,850
Vueling Airlines,LGW,ORY,1x25 kg,Direkt Uçuş,10489,90
easyJet,LGW,CDG,1x23 kg,Direkt Uçuş,10656,80
Vueling Airlines,LHR,ORY,El çantası,Direkt Uçuş,10873,95
Vueling Airlines,LGW,ORY,1x25 kg,Direkt Uçuş,11229,85
KM Malta Airlines,LGW,MLA,El çantası,1 Aktarma,11541,1205
Air France,LHR,CDG,Kabin bagajı,Direkt Uçuş,11821,75
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,11918,610
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,12312,775
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,140
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,140
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,142
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,142
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,142
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,142
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,142
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,143
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,143
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,144
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,144
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,145
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,145
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,146
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,146
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,146
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,146
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,147
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,147
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,151
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,151
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,152
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,152
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,13714,600
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,13882,545
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,13882,560
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,13882,605
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,13882,620
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,13882,665
Iberia,LHR,BCN,1x23 kg,1 Aktarma,1483,635
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,1491,1405
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,1491,1465
Air France,LHR,CDG,Kabin bagajı,Direkt Uçuş,15258,80
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,15655,505
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,15811,480
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,15811,825
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,16145,710
Norwegian Air International,LGW,CPH,El çantası,1 Aktarma,16272,405
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,16309,320
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,16309,365
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,16309,380
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,16309,425
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,16309,485
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,16309,500
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,16309,865
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,16595,700
Scandinavian Airlines,LHR,OSL,1x23 kg,1 Aktarma,16915,485
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,17179,605
Vueling Airlines,LHR,ORY,1x25 kg,Direkt Uçuş,17306,95
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,17337,1225
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,17337,1285
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,17337,1345
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,17504,260
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,17504,320
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,17504,380
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,17504,440
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,17504,625
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,17504,685
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,17504,805
Norwegian Air International,LGW,CPH,El çantası,1 Aktarma,17588,465
Norwegian Air International,LGW,CPH,El çantası,1 Aktarma,17588,620
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,17629,295
Brussels Airlines,LHR,BRU,1x23 kg,1 Aktarma,17909,1255
Air France,LHR,CDG,Kabin bagajı,Direkt Uçuş,18303,80
Air France,LHR,CDG,Kabin bagajı,Direkt Uçuş,18303,80
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,18375,690
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,18375,740
Norwegian Air Shuttle,LGW,OSL,El çantası,1 Aktarma,1866,795
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,18709,700
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,18753,475
Norwegian Air International,LGW,CPH,El çantası,1 Aktarma,18904,285
Norwegian Air Shuttle,LGW,BGO,El çantası,1 Aktarma,19499,565
Norwegian Air Shuttle,LGW,OSL,El çantası,1 Aktarma,19499,635
Scandinavian Airlines,LHR,CPH,1x23 kg,1 Aktarma,19998,485
Air Europa,LGW,MAD,El çantası,1 Aktarma,20081,445
Luxair,LCY,LUX,1x23 kg,1 Aktarma,20357,1000
Vueling Airlines,LGW,BCN,1x25 kg,1 Aktarma,21398,580
Vueling Airlines,LGW,BCN,1x25 kg,1 Aktarma,21398,660
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,21419,350
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,21658,915
Vueling Airlines,LHR,BCN,1x25 kg,1 Aktarma,21711,635
ITA - Italia Trasporto Aereo,LCY,FCO,El çantası,1 Aktarma,21779,345
Iberia,LHR,ORY,1x23 kg,Direkt Uçuş,21809,95
Eurowings,LHR,HAM,1x23 kg,1 Aktarma,21975,665
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,21992,800
British Airways,LHR,ORY,1x23 kg,Direkt Uçuş,21994,95
ITA - Italia Trasporto Aereo,LCY,LIN,El çantası,1 Aktarma,22051,255
ITA - Italia Trasporto Aereo,LCY,LIN,El çantası,1 Aktarma,22051,395
Scandinavian Airlines,LHR,ARN,1x23 kg,1 Aktarma,22524,775
Brussels Airlines,LHR,BRU,1x23 kg,1 Aktarma,23222,760
Scandinavian Airlines,LHR,CPH,1x23 kg,1 Aktarma,23253,705
Scandinavian Airlines,LHR,OSL,1x23 kg,1 Aktarma,23924,505
Aer Lingus,LHR,DUB,1x20 kg,1 Aktarma,23994,1000
ITA - Italia Trasporto Aereo,LGW,FCO,El çantası,1 Aktarma,24201,635
ITA - Italia Trasporto Aereo,LCY,LIN,El çantası,1 Aktarma,24959,325
Austrian,LHR,VIE,1x23 kg,1 Aktarma,25446,300
Austrian,LHR,VIE,1x23 kg,1 Aktarma,25446,415
Austrian,LHR,VIE,1x23 kg,1 Aktarma,25446,485
Austrian,LHR,VIE,1x23 kg,1 Aktarma,25446,555
Austrian,LHR,VIE,1x23 kg,1 Aktarma,25446,600
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,25795,830
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,25981,260
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,25981,375
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,26129,785
British Airways,LHR,CDG,Kabin bagajı,Direkt Uçuş,2667,75
British Airways,LHR,CDG,Kabin bagajı,Direkt Uçuş,2667,80
TAP Portugal,LGW,OPO,1x23 kg,1 Aktarma,27267,590
KLM Royal Dutch Airlines,LHR,AMS,1x23 kg,1 Aktarma,27909,375
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,28149,320
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,28714,265
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,28714,265
Swiss,LHR,ZRH,1x23 kg,1 Aktarma,29427,295
British Airways,LHR,CDG,1x23 kg,Direkt Uçuş,34979,75
British Airways,LHR,CDG,1x23 kg,Direkt Uçuş,34979,80
British Airways,LHR,CDG,1x23 kg,Direkt Uçuş,34979,80
British Airways,LHR,CDG,1x23 kg,Direkt Uçuş,34979,80
Air France,LHR,CDG,Kabin bagajı,Direkt Uçuş,38086,80
Air France,LHR,CDG,Kabin bagajı,Direkt Uçuş,38086,80
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,52059,325
Iberia,LGW,BCN,1x23 kg,1 Aktarma,65925,340
Iberia,LGW,BCN,1x23 kg,1 Aktarma,65925,420
Iberia,LGW,BCN,1x23 kg,1 Aktarma,65925,515
Iberia,LGW,BCN,1x23 kg,1 Aktarma,65925,580
Iberia,LHR,BCN,1x23 kg,1 Aktarma,71711,635
easyJet,LTN,CDG,El çantası,Direkt Uçuş,3496,80
easyJet,LGW,CDG,El çantası,Direkt Uçuş,355,75
easyJet,LGW,CDG,El çantası,Direkt Uçuş,3604,75
Vueling Airlines,LGW,ORY,El çantası,Direkt Uçuş,3687,85
Vueling Airlines,LGW,ORY,El çantası,Direkt Uçuş,3912,85
easyJet,LGW,CDG,El çantası,Direkt Uçuş,4442,75
easyJet,LTN,CDG,El çantası,Direkt Uçuş,4657,80
easyJet,LTN,CDG,El çantası,Direkt Uçuş,5159,80
easyJet,LTN,CDG,El çantası,Direkt Uçuş,5554,80
easyJet,LGW,CDG,El çantası,Direkt Uçuş,5608,80
easyJet,LGW,CDG,El çantası,Direkt Uçuş,5662,80
British Airways,LGW,ORY,1x23 kg,Direkt Uçuş,5969,85
Iberia,LGW,ORY,1x23 kg,Direkt Uçuş,5995,85
Iberia,LGW,ORY,1x23 kg,Direkt Uçuş,5995,85
easyJet,LGW,CDG,1x23 kg,Direkt Uçuş,6105,75
easyJet,LGW,CDG,1x23 kg,Direkt Uçuş,6158,75
easyJet,LTN,CDG,1x23 kg,Direkt Uçuş,6158,80
British Airways,LGW,ORY,1x23 kg,Direkt Uçuş,618,85
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,6456,850
